Budget FY,Fiscal Period,Fiscal Period Name,Function,Spec Dept,Dept #,Dept,Amount
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,33
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,213.82
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,872.17
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,23.79
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,176.6
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,603.2
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,20.52
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,39.67
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,44
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,31.09
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,536.57
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,188.83
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,2
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,24.78
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,47.54
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,100
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,9
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,1.49
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,6.66
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,1
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,7.33
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,638
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,74
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,827
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,18
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,25
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,1
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,4
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,3
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,301.07
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,11
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,821.2
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,116
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,213
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,4
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,226
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,28
2012,7,January,Human Services,Human Services,,,
2012,7,January,Education,Regents,,,
2012,7,January,Education,Regents,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Capital,Administrative Services - Capitals,335,Administrative Services - Capitals,37
2012,7,January,Capital,Administrative Services - Capitals,335,Administrative Services - Capitals,83.84
2012,7,January,Capital,Administrative Services - Capitals,335,Administrative Services - Capitals,83.84
2012,7,January,Capital,Administrative Services - Capitals,335,Administrative Services - Capitals,3
2012,7,January,Capital,Administrative Services - Capitals,335,Administrative Services - Capitals,237
2012,7,January,Capital,Administrative Services - Capitals,335,Administrative Services - Capitals,700
2012,7,January,Capital,Administrative Services - Capitals,335,Administrative Services - Capitals,754.56
2012,7,January,Capital,Administrative Services - Capitals,335,Administrative Services - Capitals,66
2012,7,January,Capital,Corrections Capital,255,Corrections Capital,347
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Economic Development,Cultural Affairs,,,
2012,7,January,Economic Development,Cultural Affairs,,,
2012,7,January,Economic Development,Cultural Affairs,,,
2012,7,January,Economic Development,Cultural Affairs,,,
2012,7,January,Administration and Regulation,Iowa Lottery Authority,627,Lottery Authority,260
2012,7,January,Administration and Regulation,Iowa Lottery Authority,627,Lottery Authority,780.67
2012,7,January,Administration and Regulation,Iowa Lottery Authority,627,Lottery Authority,2
2012,7,January,Administration and Regulation,Iowa Lottery Authority,627,Lottery Authority,272.7
2012,7,January,Administration and Regulation,Iowa Lottery Authority,627,Lottery Authority,4
2012,7,January,Administration and Regulation,Iowa Lottery Authority,627,Lottery Authority,486.78
2012,7,January,Administration and Regulation,Iowa Lottery Authority,627,Lottery Authority,5
2012,7,January,Administration and Regulation,Iowa Lottery Authority,627,Lottery Authority,8
2012,7,January,Administration and Regulation,Iowa Lottery Authority,627,Lottery Authority,6
2012,7,January,Administration and Regulation,Iowa Lottery Authority,627,Lottery Authority,3
2012,7,January,Administration and Regulation,Iowa Lottery Authority,627,Lottery Authority,2
2012,7,January,Administration and Regulation,Iowa Lottery Authority,627,Lottery Authority,9
2012,7,January,Administration and Regulation,Iowa Lottery Authority,627,Lottery Authority,5
