Employee Identifier,Year End Date,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Code,Job,Salaries,Overtime,Other Salaries,Total Salary
51642,31-03-2014,2,"Public Works, Transportation & Commerce",ECN,ECN Economic & Wrkfrce Dvlpmnt,790,"SEIU - Miscellaneous, Local 1021",9775,Sr Community Dev Spec 2,111929.52,0,0,111929.52
9113,31-03-2014,4,Community Health,DPH,DPH Public Health,535,"SEIU - Human Services, Local 1021",2908,Hospital Eligiblity Worker,73415.73,0,125,73540.73
38795,31-03-2015,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3209,Swimming Instructor,4225.95,0,97.44,4323.39
5398,31-03-2015,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1406,Senior Clerk,13257.98,0,0,13257.98
30064,31-03-2013,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",2708,Custodian,53192.15,305.7,1135.59,54633.44
52880,31-03-2016,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,1,Miscellaneous Unrepresented Employees,9916,Public Svc Aide-Public Works,5144.97,0,325.13,5470.1
45593,31-03-2016,4,Community Health,DPH,DPH Public Health,535,"SEIU - Human Services, Local 1021",2903,Eligibility Worker,9550.3,0,300,9850.3
54646,31-03-2016,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3279,Recreation Leader,7013.7,0,458.27,7471.97
39298,31-03-2017,6,General Administration & Finance,CPC,CPC City Planning,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5291,Planner 3,112830.3,0,0,112830.3
45906,31-03-2015,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",9924,PS Aide Health Services,17014.03,0,0,17014.03
55508,31-03-2013,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3279,Recreation Leader,8194.03,0,456.62,8650.65
28539,31-03-2015,6,General Administration & Finance,ASR,ASR Assessor / Recorder,790,"SEIU - Miscellaneous, Local 1021",4213,Asr-Office Assistant,51561.62,0,532.02,52093.64
18730,31-03-2013,5,Culture & Recreation,AAM,AAM Asian Art Museum,790,"SEIU - Miscellaneous, Local 1021",8226,Museum Guard,55244,1140.55,2856.2,59240.75
31466,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,377,"Iron Workers, Local 377",9346,Fusion Welder,695.8,0,0,695.8
53172,31-03-2014,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,4684.21,0,264.78,4948.99
6708,31-03-2015,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2830,Public Health Nurse,125247.17,917.81,1076.03,127241.01
30232,31-03-2016,2,"Public Works, Transportation & Commerce",PRT,PRT Port,790,"SEIU - Miscellaneous, Local 1021",9355,Wharfinger 1,25035.7,817.52,0,25853.22
45761,31-03-2014,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q062,Lieutenant 3,76155.25,6320.12,8081.66,90557.03
24907,31-03-2015,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",9910,Public Service Trainee,9260.94,380.4,0,9641.34
30752,31-03-2014,2,"Public Works, Transportation & Commerce",DBI,DBI Building Inspection,6,"Electrical Workers, Local 6",6249,Senior Electrical Inpsector,119006.72,15766.88,2379.6,137153.2
20192,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,48268.11,12795.7,1104.7,62168.51
50372,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,64510.83,12149.49,590.77,77251.09
8010,31-03-2015,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q062,Lieutenant 3,14809.14,0,1116.29,15925.43
36397,31-03-2013,1,Public Protection,ECD,DEM Emergency Management,790,"SEIU - Miscellaneous, Local 1021",8238,Public Safetycomm Disp,83554.8,884.24,13568.2,98007.24
3489,31-03-2014,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,103714.52,0,250,103964.52
8218,31-03-2016,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,790,"SEIU - Miscellaneous, Local 1021",2708,Custodian,57922.3,8090.82,4223.48,70236.6
21134,31-03-2013,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,535,"SEIU - Human Services, Local 1021",2904,Human Services Technician,59590,66.38,0,59656.38
37315,31-03-2017,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,90056.4,10884.31,6195.12,107135.83
52565,31-03-2015,1,Public Protection,CRT,CRT Superior Court,197,"Prof & Tech Engineers - Court Reporters, Local 21",500C,Court Reporter,114054.55,0,13591.46,127646.01
25837,31-03-2016,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3616,Library Technical Assistant 1,74491.9,0,1585.93,76077.83
37509,31-03-2014,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3279,Recreation Leader,241.11,0,0,241.11
50126,31-03-2013,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q004,Police Officer 3,118326.6,13684.24,16825.69,148836.53
11203,31-03-2016,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q052,Sergeant 3,142776.27,6727.22,18560.08,168063.57
4495,31-03-2016,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",9910,Public Service Trainee,1188.25,0,15.19,1203.44
19288,31-03-2013,6,General Administration & Finance,TIS,DT GSA - Technology,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1042,IS Engineer-Journey,15131.6,0,0,15131.6
52881,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1041,IS Engineer-Assistant,105450.61,0,3253.42,108704.03
832,31-03-2016,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",2708,Custodian,57490.1,5547.38,5935.39,68972.87
28082,31-03-2016,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,41636.71,5758.75,2006.99,49402.45
44013,31-03-2016,4,Community Health,DPH,DPH Public Health,164,Physicians and Dentists - Miscellaneous,2230,Physician Specialist,13435.91,0,0,13435.91
35681,31-03-2014,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H030,"Captain, Fire Suppression",149531.8,4570.6,12512.99,166615.39
15304,31-03-2017,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q002,Police Officer,56995.07,3433.73,2364.83,62793.63
50524,31-03-2014,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H032,"Capt,Fire Prev Or Fire Invsgtn",100838.4,10855.89,6050.3,117744.59
34305,31-03-2017,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5312,Survey Assistant II,90123.32,0,0,90123.32
25832,31-03-2016,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1043,IS Engineer-Senior,136397.91,0,0,136397.91
13809,31-03-2017,4,Community Health,DPH,DPH Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1950,Assistant Purchaser,2303,21.59,0,2324.59
9157,31-03-2015,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,790,"SEIU - Miscellaneous, Local 1021",2708,Custodian,31454.77,315.45,2109.56,33879.78
37838,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,130,"Automotive Machinists, Local 1414",7332,Maintenance Machinist,89940.63,40059.74,10224.39,140224.76
37279,31-03-2017,1,Public Protection,CRT,CRT Superior Court,933,Court Unrepresented Bench Officers,990C,Superior Court Judge,9499.99,0,5547.84,15047.83
28983,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,17180.59,3605.76,942.91,21729.26
558,31-03-2013,1,Public Protection,ECD,DEM Emergency Management,790,"SEIU - Miscellaneous, Local 1021",8238,Public Safetycomm Disp,36111.6,238.64,2818.45,39168.69
11423,31-03-2014,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,6,"Electrical Workers, Local 6",7308,Cable Splicer,59204.51,572.25,2293.27,62070.03
51604,31-03-2016,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",9131,"Station Agent, Muni Railway",9465.01,3432.59,824.62,13722.22
42209,31-03-2017,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,261,"Laborers, Local 261",7514,General Laborer,67912.2,18994.94,1554.25,88461.39
25813,31-03-2013,2,"Public Works, Transportation & Commerce",PRT,PRT Port,261,"Laborers, Local 261",7514,General Laborer,59878,11594.19,2731.64,74203.83
10777,31-03-2014,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,790,"SEIU - Miscellaneous, Local 1021",1404,Clerk,51537.91,0,626.4,52164.31
41733,31-03-2016,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,535,"SEIU - Human Services, Local 1021",2913,Program Specialist,87494.01,0,1100,88594.01
30002,31-03-2015,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3208,Pool Lifeguard,826.28,0,0,826.28
52636,31-03-2014,5,Culture & Recreation,LIB,LIB Public Library,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1022,IS Administrator 2,4789.5,0,193.58,4983.08
56139,31-03-2013,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2303,Patient Care Assistant,48565.05,79.93,343.12,48988.1
15100,31-03-2016,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1824,Pr Administrative Analyst,117230.12,0,0,117230.12
47380,31-03-2013,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2736,Porter,52988,9742.05,2164.5,64894.55
49176,31-03-2016,2,"Public Works, Transportation & Commerce",ECN,ECN Economic & Wrkfrce Dvlpmnt,351,Municipal Executive Association - Miscellaneous,922,Manager I,129231.1,0,0,129231.1
49902,31-03-2015,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,15387.76,0,0,15387.76
50402,31-03-2016,2,"Public Works, Transportation & Commerce",DBI,DBI Building Inspection,21,"Prof & Tech Engineers - Miscellaneous, Local 21",6270,Housing Inspector,74513.6,0,1599.1,76112.7
3532,31-03-2013,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,133774.04,4066.71,25607.84,163448.59
8872,31-03-2014,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2303,Patient Care Assistant,38563.42,6639.38,4173.92,49376.72
43531,31-03-2014,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",6317,Assistant Const Inspector,57018.6,9219.41,1077.88,67315.89
8970,31-03-2016,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1824,Pr Administrative Analyst,27793.21,0,0,27793.21
10663,31-03-2014,6,General Administration & Finance,HRD,HRD Human Resources,790,"SEIU - Miscellaneous, Local 1021",1227,Testing Technician,542.7,76.32,0,619.02
43042,31-03-2013,5,Culture & Recreation,FAM,FAM Fine Arts Museum,790,"SEIU - Miscellaneous, Local 1021",8226,Museum Guard,57759.6,13503.31,13304.32,84567.23
29966,31-03-2016,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2312,Licensed Vocational Nurse,237.7,0,0,237.7
49053,31-03-2017,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",2585,Health Worker 1,58359.6,41.93,888,59289.53
13150,31-03-2015,6,General Administration & Finance,CAT,CAT City Attorney,790,"SEIU - Miscellaneous, Local 1021",1458,Legal Secretary 1,70154.71,0,0,70154.71
7844,31-03-2013,4,Community Health,DPH,DPH Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1649,Accountant Intern,41743.02,0,0,41743.02
37955,31-03-2016,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q002,Police Officer,81380.02,10398.76,5240.49,97019.27
32115,31-03-2016,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q052,Sergeant 3,156881.57,26178.36,4032.12,187092.05
7751,31-03-2015,1,Public Protection,SHF,SHF Sheriff,39,"Stationary Engineers, Local 39",7120,Bldgs & Grounds Maint Supt,120585.72,2742.66,9116.48,132444.86
55059,31-03-2015,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,13340.41,2285.01,261.72,15887.14
9778,31-03-2017,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3602,Library Page,8008.5,0,173.66,8182.16
40506,31-03-2017,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3279,Recreation Leader,1819.68,0,122.15,1941.83
30666,31-03-2016,1,Public Protection,SHF,SHF Sheriff,498,Deputy Sheriffs' Association,8304,Deputy Sheriff,101057.93,19949.57,17553.37,138560.87
53486,31-03-2014,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,535,"SEIU - Human Services, Local 1021",9704,Employment & Training Spec 3,79085.09,0,0,79085.09
40041,31-03-2014,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2328,Nurse Practitioner,59314.2,0,0,59314.2
44402,31-03-2013,1,Public Protection,ADP,ADP Adult Probation,790,"SEIU - Miscellaneous, Local 1021",9920,Publ Svc Aide-Asst To Prof,12529.8,0,0,12529.8
52853,31-03-2016,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H020,"Lieutenant, Fire Suppression",132267.1,3968,8767.23,145002.33
9901,31-03-2015,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5260,Architectural Assistant 1,67094.44,0,0,67094.44
22905,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",8214,Parking Control Officer,62720.01,3216.25,1222.75,67159.01
38897,31-03-2013,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3286,Recreation Coordinator,59351.47,0,1280.45,60631.92
52660,31-03-2017,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2303,Patient Care Assistant,54431.4,8583.33,7932.77,70947.5
27615,31-03-2014,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,330.57,0,40.14,370.71
52771,31-03-2017,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,790,"SEIU - Miscellaneous, Local 1021",9922,PS Aide To Prof,21524.26,0,0,21524.26
19491,31-03-2013,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",9506,Snr Permit And Citation Clerk,65038.51,3759.94,0,68798.45
9211,31-03-2014,4,Community Health,DPH,DPH Public Health,164,Physicians and Dentists - Miscellaneous,2230,Physician Specialist,4943.31,0,0,4943.31
37679,31-03-2015,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2708,Custodian,55545.7,0,4960.1,60505.8
36208,31-03-2014,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q051,Sergeant 2,137477.42,28087.25,16292.55,181857.22
31848,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,130,"Automotive Machinists, Local 1414",7381,Automotive Mechanic,86312.7,31734.88,22595.86,140643.44
42029,31-03-2016,4,Community Health,DPH,DPH Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1022,IS Administrator 2,30107.8,0,0,30107.8
40477,31-03-2015,1,Public Protection,POL,POL Police,790,"SEIU - Miscellaneous, Local 1021",9209,Community Police Services Aide,67000.33,4992.76,8904.92,80898.01
50601,31-03-2016,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1054,IS Business Analyst-Principal,132080.93,0,0,132080.93
18907,31-03-2013,1,Public Protection,SHF,SHF Sheriff,498,Deputy Sheriffs' Association,8304,Deputy Sheriff,91339.36,29686.72,16587.49,137613.57
22812,31-03-2016,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H020,"Lieutenant, Fire Suppression",132267.1,74326.59,16910.7,223504.39
18575,31-03-2017,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,790,"SEIU - Miscellaneous, Local 1021",9910,Public Service Trainee,3429.54,0,894.47,4324.01
23935,31-03-2015,1,Public Protection,DAT,DAT District Attorney,311,Municipal Attorneys' Association,8177,Attorney (Civil/Criminal),150217.53,0,1125,151342.53
40329,31-03-2015,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,64379.65,19065.57,1029.2,84474.42
53646,31-03-2016,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",2586,Health Worker 2,55924.4,0,0,55924.4
42267,31-03-2016,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,101295.06,931.19,3268.08,105494.33
32633,31-03-2016,1,Public Protection,CRT,CRT Superior Court,23,"Prof & Tech Engineers - Court Employees, Local 21",676,"Research Asst, Superior Court",8391.6,0,0,8391.6
10780,31-03-2017,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1444,Secretary 1,62509.54,0,3026.4,65535.94
11095,31-03-2017,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2430,Medical Evaluations Assistant,48226.86,2993.06,1053.56,52273.48
26107,31-03-2013,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,3515.21,23.61,80.87,3619.69
