Region,Country,Item Type,Sales Channel,Order Priority,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Asia,Turkmenistan,Fruits,Offline,C,181214606,4284,9.33,6.92,39969.72,29645.28,10324.44
Europe,Croatia,Fruits,Offline,M,670667541,4284,9.33,6.92,39969.72,29645.28,10324.44
Australia and Oceania,East Timor,Fruits,Offline,M,303577840,4284,9.33,6.92,39969.72,29645.28,10324.44
Australia and Oceania,Federated States of Micronesia,Fruits,Online,H,261303222,4285,9.33,6.92,39979.05,29652.2,10326.85
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Online,L,995482623,4285,9.33,6.92,39979.05,29652.2,10326.85
Sub-Saharan Africa,Chad,Fruits,Online,M,707298791,4285,9.33,6.92,39979.05,29652.2,10326.85
Europe,Vatican City,Fruits,Offline,L,787387406,4286,9.33,6.92,39988.38,29659.12,10329.26
Europe,Sweden,Fruits,Offline,L,499203574,4286,9.33,6.92,39988.38,29659.12,10329.26
Sub-Saharan Africa,Comoros,Fruits,Online,H,376840341,4286,9.33,6.92,39988.38,29659.12,10329.26
Middle East and North Africa,Algeria,Fruits,Offline,L,708481538,4286,9.33,6.92,39988.38,29659.12,10329.26
Australia and Oceania,Nauru,Fruits,Online,H,830844771,4286,9.33,6.92,39988.38,29659.12,10329.26
Sub-Saharan Africa,Ethiopia,Fruits,Offline,M,953208005,4286,9.33,6.92,39988.38,29659.12,10329.26
North America,Mexico,Fruits,Offline,C,175571238,4286,9.33,6.92,39988.38,29659.12,10329.26
Sub-Saharan Africa,Ethiopia,Fruits,Offline,H,622749555,4287,9.33,6.92,39997.71,29666.04,10331.67
Sub-Saharan Africa,Djibouti,Fruits,Online,H,334565722,4287,9.33,6.92,39997.71,29666.04,10331.67
Europe,Ireland,Fruits,Offline,H,543843686,4287,9.33,6.92,39997.71,29666.04,10331.67
Central America and the Caribbean,Barbados,Fruits,Online,L,133296620,4287,9.33,6.92,39997.71,29666.04,10331.67
Europe,France,Fruits,Online,C,537017571,4288,9.33,6.92,40007.04,29672.96,10334.08
Sub-Saharan Africa,Equatorial Guinea,Fruits,Online,C,904107272,4288,9.33,6.92,40007.04,29672.96,10334.08
Australia and Oceania,Vanuatu,Fruits,Offline,C,746295535,4288,9.33,6.92,40007.04,29672.96,10334.08
Australia and Oceania,Samoa ,Fruits,Offline,C,458111703,4288,9.33,6.92,40007.04,29672.96,10334.08
Middle East and North Africa,Iraq,Fruits,Online,M,335748469,4288,9.33,6.92,40007.04,29672.96,10334.08
Sub-Saharan Africa,Madagascar,Fruits,Online,H,538200318,4289,9.33,6.92,40016.37,29679.88,10336.49
Europe,Hungary,Fruits,Offline,L,494742953,4289,9.33,6.92,40016.37,29679.88,10336.49
Middle East and North Africa,Afghanistan,Fruits,Offline,C,328922355,4289,9.33,6.92,40016.37,29679.88,10336.49
Australia and Oceania,Solomon Islands,Fruits,Offline,L,127653253,4289,9.33,6.92,40016.37,29679.88,10336.49
Middle East and North Africa,Iraq,Fruits,Online,H,905290019,4289,9.33,6.92,40016.37,29679.88,10336.49
Central America and the Caribbean,Guatemala,Fruits,Offline,L,948747384,4289,9.33,6.92,40016.37,29679.88,10336.49
Europe,Lithuania,Fruits,Online,C,171110618,4289,9.33,6.92,40016.37,29679.88,10336.49
Europe,Kosovo,Fruits,Offline,L,452468335,4290,9.33,6.92,40025.7,29686.8,10338.9
Europe,Hungary,Fruits,Offline,L,164284503,4290,9.33,6.92,40025.7,29686.8,10338.9
Middle East and North Africa,Egypt,Fruits,Online,C,286647737,4290,9.33,6.92,40025.7,29686.8,10338.9
Middle East and North Africa,Lebanon,Fruits,Online,H,863015401,4290,9.33,6.92,40025.7,29686.8,10338.9
Asia,Bangladesh,Fruits,Offline,L,985378634,4290,9.33,6.92,40025.7,29686.8,10338.9
Sub-Saharan Africa,Mauritius ,Fruits,Online,H,495925700,4290,9.33,6.92,40025.7,29686.8,10338.9
Sub-Saharan Africa,Malawi,Fruits,Online,L,777283418,4291,9.33,6.92,40035.03,29693.72,10341.31
Australia and Oceania,Tonga,Fruits,Offline,H,366736352,4291,9.33,6.92,40035.03,29693.72,10341.31
Middle East and North Africa,Qatar,Fruits,Offline,H,820740783,4291,9.33,6.92,40035.03,29693.72,10341.31
Sub-Saharan Africa,Kenya,Fruits,Online,L,489099586,4291,9.33,6.92,40035.03,29693.72,10341.31
Asia,Bangladesh,Fruits,Offline,M,654920184,4291,9.33,6.92,40035.03,29693.72,10341.31
Middle East and North Africa,Tunisia ,Fruits,Offline,H,778466165,4292,9.33,6.92,40044.36,29700.64,10343.72
Europe,Latvia,Fruits,Offline,M,691551434,4292,9.33,6.92,40044.36,29700.64,10343.72
Middle East and North Africa,Morocco,Fruits,Offline,C,202098500,4292,9.33,6.92,40044.36,29700.64,10343.72
Asia,Bhutan,Fruits,Offline,H,324461734,4292,9.33,6.92,40044.36,29700.64,10343.72
Sub-Saharan Africa,Mozambique,Fruits,Online,L,735008800,4292,9.33,6.92,40044.36,29700.64,10343.72
Europe,Monaco,Fruits,Online,L,367919099,4292,9.33,6.92,40044.36,29700.64,10343.72
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Online,C,815097415,4293,9.33,6.92,40053.69,29707.56,10346.13
Asia,India,Fruits,Online,H,282187116,4293,9.33,6.92,40053.69,29707.56,10346.13
Central America and the Caribbean,Grenada,Fruits,Offline,L,238729751,4293,9.33,6.92,40053.69,29707.56,10346.13
Asia,Kazakhstan,Fruits,Online,H,570370948,4293,9.33,6.92,40053.69,29707.56,10346.13
Middle East and North Africa,Saudi Arabia,Fruits,Offline,M,729365432,4294,9.33,6.92,40063.02,29714.48,10348.54
Asia,Malaysia,Fruits,Offline,C,197637879,4295,9.33,6.92,40072.35,29721.4,10350.95
Asia,Nepal,Fruits,Offline,H,485821712,4295,9.33,6.92,40072.35,29721.4,10350.95
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,H,931817281,4295,9.33,6.92,40072.35,29721.4,10350.95
Sub-Saharan Africa,Swaziland,Fruits,Online,H,277726495,4296,9.33,6.92,40081.68,29728.32,10353.36
Europe,Romania,Fruits,Offline,C,234269130,4296,9.33,6.92,40081.68,29728.32,10353.36
Sub-Saharan Africa,Benin,Fruits,Online,M,111905896,4296,9.33,6.92,40081.68,29728.32,10353.36
Europe,Sweden,Fruits,Online,H,810636794,4296,9.33,6.92,40081.68,29728.32,10353.36
Asia,Philippines,Fruits,Offline,L,724904811,4297,9.33,6.92,40091.01,29735.24,10355.77
Sub-Saharan Africa,Comoros,Fruits,Offline,L,357815110,4297,9.33,6.92,40091.01,29735.24,10355.77
Europe,Sweden,Fruits,Online,C,480178344,4297,9.33,6.92,40091.01,29735.24,10355.77
Middle East and North Africa,Yemen,Fruits,Online,H,926173913,4297,9.33,6.92,40091.01,29735.24,10355.77
Europe,Belgium,Fruits,Offline,M,602541577,4297,9.33,6.92,40091.01,29735.24,10355.77
Sub-Saharan Africa,South Sudan,Fruits,Online,L,228625762,4298,9.33,6.92,40100.34,29742.16,10358.18
Asia,Uzbekistan,Fruits,Online,L,970814025,4298,9.33,6.92,40100.34,29742.16,10358.18
Europe,Vatican City,Fruits,Online,C,437903726,4298,9.33,6.92,40100.34,29742.16,10358.18
Europe,Slovakia,Fruits,Online,L,761536061,4298,9.33,6.92,40100.34,29742.16,10358.18
Sub-Saharan Africa,Djibouti,Fruits,Online,M,315540492,4298,9.33,6.92,40100.34,29742.16,10358.18
Asia,Mongolia,Fruits,Offline,M,106262528,4298,9.33,6.92,40100.34,29742.16,10358.18
Australia and Oceania,Kiribati,Fruits,Offline,C,762718808,4299,9.33,6.92,40109.67,29749.08,10360.59
Europe,Bulgaria,Fruits,Offline,L,511166226,4300,9.33,6.92,40119,29756,10363
Australia and Oceania,Australia,Fruits,Offline,L,144076526,4300,9.33,6.92,40119,29756,10363
Europe,Ukraine,Fruits,Online,M,388802993,4300,9.33,6.92,40119,29756,10363
North America,Canada,Fruits,Offline,M,676986825,4301,9.33,6.92,40128.33,29762.92,10365.41
Central America and the Caribbean,Antigua and Barbuda ,Fruits,Offline,L,965170657,4301,9.33,6.92,40128.33,29762.92,10365.41
Sub-Saharan Africa,Democratic Republic of the Congo,Fruits,Online,C,835981309,4302,9.33,6.92,40137.66,29769.84,10367.82
Central America and the Caribbean,Costa Rica,Fruits,Online,M,592437589,4303,9.33,6.92,40146.99,29776.76,10370.23
Sub-Saharan Africa,Eritrea,Fruits,Online,L,793706691,4303,9.33,6.92,40146.99,29776.76,10370.23
Middle East and North Africa,Algeria,Fruits,Offline,C,548980224,4303,9.33,6.92,40146.99,29776.76,10370.23
Asia,Turkmenistan,Fruits,Online,C,260796391,4303,9.33,6.92,40146.99,29776.76,10370.23
Sub-Saharan Africa,Malawi,Fruits,Offline,C,427799737,4304,9.33,6.92,40156.32,29783.68,10372.64
Middle East and North Africa,Morocco,Fruits,Online,H,183073270,4304,9.33,6.92,40156.32,29783.68,10372.64
Central America and the Caribbean,Cuba,Fruits,Online,H,261979138,4304,9.33,6.92,40156.32,29783.68,10372.64
Europe,Latvia,Fruits,Offline,L,672526204,4304,9.33,6.92,40156.32,29783.68,10372.64
Sub-Saharan Africa,Mali,Fruits,Online,L,997341287,4305,9.33,6.92,40165.65,29790.6,10375.05
Europe,Ireland,Fruits,Offline,M,953883922,4305,9.33,6.92,40165.65,29790.6,10375.05
Middle East and North Africa,Morocco,Fruits,Online,C,752614820,4305,9.33,6.92,40165.65,29790.6,10375.05
Europe,Macedonia,Fruits,Offline,L,630251586,4305,9.33,6.92,40165.65,29790.6,10375.05
Europe,Italy,Fruits,Offline,H,623425471,4306,9.33,6.92,40174.98,29797.52,10377.46
Central America and the Caribbean,Dominica,Fruits,Online,L,501062238,4306,9.33,6.92,40174.98,29797.52,10377.46
Middle East and North Africa,Iraq,Fruits,Offline,M,745788705,4306,9.33,6.92,40174.98,29797.52,10377.46
Europe,Macedonia,Fruits,Offline,M,299793136,4306,9.33,6.92,40174.98,29797.52,10377.46
Asia,Brunei,Fruits,Offline,H,544519603,4306,9.33,6.92,40174.98,29797.52,10377.46
Middle East and North Africa,Somalia,Fruits,Offline,L,379881751,4307,9.33,6.92,40184.31,29804.44,10379.87
Europe,Malta,Fruits,Online,H,869334685,4307,9.33,6.92,40184.31,29804.44,10379.87
Central America and the Caribbean,Saint Lucia,Fruits,Offline,C,135155284,4307,9.33,6.92,40184.31,29804.44,10379.87
Asia,Indonesia,Fruits,Offline,H,502244985,4307,9.33,6.92,40184.31,29804.44,10379.87
Sub-Saharan Africa,Namibia,Fruits,Online,M,624608218,4307,9.33,6.92,40184.31,29804.44,10379.87
Asia,South Korea,Fruits,Online,H,790428817,4307,9.33,6.92,40184.31,29804.44,10379.87
Central America and the Caribbean,Guatemala,Fruits,Online,L,458787620,4307,9.33,6.92,40184.31,29804.44,10379.87
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,L,912792050,4307,9.33,6.92,40184.31,29804.44,10379.87
Australia and Oceania,Vanuatu,Fruits,Offline,C,825877320,4307,9.33,6.92,40184.31,29804.44,10379.87
Sub-Saharan Africa,Benin,Fruits,Online,C,992880666,4308,9.33,6.92,40193.64,29811.36,10382.28
Europe,Lithuania,Fruits,Offline,C,250692403,4308,9.33,6.92,40193.64,29811.36,10382.28
Asia,Japan,Fruits,Online,C,171786534,4308,9.33,6.92,40193.64,29811.36,10382.28
Europe,Portugal,Fruits,Online,H,215243899,4308,9.33,6.92,40193.64,29811.36,10382.28
Asia,South Korea,Fruits,Online,C,459970366,4308,9.33,6.92,40193.64,29811.36,10382.28
Europe,Armenia,Fruits,Online,M,295332515,4309,9.33,6.92,40202.97,29818.28,10384.69
Asia,Japan,Fruits,Online,L,741328084,4309,9.33,6.92,40202.97,29818.28,10384.69
Middle East and North Africa,Syria,Fruits,Offline,M,618964850,4309,9.33,6.92,40202.97,29818.28,10384.69
Middle East and North Africa,Qatar,Fruits,Offline,H,330781018,4309,9.33,6.92,40202.97,29818.28,10384.69
Sub-Saharan Africa,South Africa,Fruits,Offline,M,540058982,4309,9.33,6.92,40202.97,29818.28,10384.69
Sub-Saharan Africa,Seychelles ,Fruits,Offline,C,821416699,4310,9.33,6.92,40212.3,29825.2,10387.1
Europe,Monaco,Fruits,Online,L,777959334,4310,9.33,6.92,40212.3,29825.2,10387.1
Sub-Saharan Africa,Togo,Fruits,Online,H,497784364,4310,9.33,6.92,40212.3,29825.2,10387.1
Europe,Slovakia,Fruits,Offline,C,742510831,4310,9.33,6.92,40212.3,29825.2,10387.1
Europe,Norway,Fruits,Online,L,166143167,4310,9.33,6.92,40212.3,29825.2,10387.1
Middle East and North Africa,Yemen,Fruits,Offline,H,576690232,4310,9.33,6.92,40212.3,29825.2,10387.1
Asia,Kazakhstan,Fruits,Online,M,410869634,4310,9.33,6.92,40212.3,29825.2,10387.1
Europe,Slovenia,Fruits,Offline,L,412052381,4311,9.33,6.92,40221.63,29832.12,10389.51
Europe,Russia,Fruits,Offline,L,123868548,4311,9.33,6.92,40221.63,29832.12,10389.51
Asia,Kazakhstan,Fruits,Online,H,980411183,4311,9.33,6.92,40221.63,29832.12,10389.51
Sub-Saharan Africa,Sudan,Fruits,Offline,L,448683631,4312,9.33,6.92,40230.96,29839.04,10391.92
Europe,Ukraine,Fruits,Online,L,369777762,4312,9.33,6.92,40230.96,29839.04,10391.92
Sub-Saharan Africa,Angola,Fruits,Online,C,282863032,4312,9.33,6.92,40230.96,29839.04,10391.92
Sub-Saharan Africa,Sierra Leone,Fruits,Offline,L,160499799,4312,9.33,6.92,40230.96,29839.04,10391.92
Asia,Malaysia,Fruits,Online,H,938136565,4312,9.33,6.92,40230.96,29839.04,10391.92
Sub-Saharan Africa,Democratic Republic of the Congo,Fruits,Offline,H,816956079,4313,9.33,6.92,40240.29,29845.96,10394.33
Europe,Belarus,Fruits,Online,L,773498713,4313,9.33,6.92,40240.29,29845.96,10394.33
Sub-Saharan Africa,Equatorial Guinea,Fruits,Offline,H,205139911,4313,9.33,6.92,40240.29,29845.96,10394.33
Europe,Andorra,Fruits,Online,L,485314881,4313,9.33,6.92,40240.29,29845.96,10394.33
Asia,Taiwan,Fruits,Offline,H,853587329,4314,9.33,6.92,40249.62,29852.88,10396.74
Asia,Nepal,Fruits,Offline,C,565403497,4314,9.33,6.92,40249.62,29852.88,10396.74
Sub-Saharan Africa,Zambia,Fruits,Online,M,975950562,4314,9.33,6.92,40249.62,29852.88,10396.74
Europe,Sweden,Fruits,Offline,H,320677030,4314,9.33,6.92,40249.62,29852.88,10396.74
Australia and Oceania,Fiji,Fruits,Offline,M,933675944,4315,9.33,6.92,40258.95,29859.8,10399.15
Sub-Saharan Africa,Ghana,Fruits,Online,C,732406842,4315,9.33,6.92,40258.95,29859.8,10399.15
Europe,Vatican City,Fruits,Online,H,278402411,4315,9.33,6.92,40258.95,29859.8,10399.15
Australia and Oceania,Kiribati,Fruits,Offline,H,603217494,4316,9.33,6.92,40268.28,29866.72,10401.56
Asia,Tajikistan,Fruits,Online,L,192670428,4316,9.33,6.92,40268.28,29866.72,10401.56
Central America and the Caribbean,Barbados,Fruits,Offline,H,524311625,4316,9.33,6.92,40268.28,29866.72,10401.56
Sub-Saharan Africa,Djibouti,Fruits,Offline,L,725580728,4316,9.33,6.92,40268.28,29866.72,10401.56
Central America and the Caribbean,Cuba,Fruits,Offline,M,812495458,4316,9.33,6.92,40268.28,29866.72,10401.56
Middle East and North Africa,Azerbaijan,Fruits,Online,C,769038093,4316,9.33,6.92,40268.28,29866.72,10401.56
Central America and the Caribbean,Dominica,Fruits,Offline,H,482037007,4317,9.33,6.92,40277.61,29873.64,10403.97
Sub-Saharan Africa,Guinea,Fruits,Online,L,971489942,4317,9.33,6.92,40277.61,29873.64,10403.97
Sub-Saharan Africa,Gabon,Fruits,Online,M,352847659,4318,9.33,6.92,40286.94,29880.56,10406.38
Middle East and North Africa,Iraq,Fruits,Offline,L,396305024,4318,9.33,6.92,40286.94,29880.56,10406.38
Australia and Oceania,Vanuatu,Fruits,Online,H,806852090,4318,9.33,6.92,40286.94,29880.56,10406.38
Europe,France,Fruits,Offline,H,597574126,4318,9.33,6.92,40286.94,29880.56,10406.38
Middle East and North Africa,Bahrain,Fruits,Offline,L,108121192,4318,9.33,6.92,40286.94,29880.56,10406.38
Australia and Oceania,Solomon Islands,Fruits,Online,C,518668258,4318,9.33,6.92,40286.94,29880.56,10406.38
Middle East and North Africa,Israel,Fruits,Offline,M,965846574,4319,9.33,6.92,40296.27,29887.48,10408.79
Australia and Oceania,Palau,Fruits,Offline,L,800025975,4319,9.33,6.92,40296.27,29887.48,10408.79
Sub-Saharan Africa,Mauritania,Fruits,Offline,M,886940705,4319,9.33,6.92,40296.27,29887.48,10408.79
Sub-Saharan Africa,Kenya,Fruits,Online,H,310573041,4319,9.33,6.92,40296.27,29887.48,10408.79
Europe,Malta,Fruits,Offline,M,519851005,4319,9.33,6.92,40296.27,29887.48,10408.79
Asia,Cambodia,Fruits,Offline,H,764577472,4319,9.33,6.92,40296.27,29887.48,10408.79
Central America and the Caribbean,Costa Rica,Fruits,Offline,L,432936275,4319,9.33,6.92,40296.27,29887.48,10408.79
Europe,Kosovo,Fruits,Online,C,513024890,4320,9.33,6.92,40305.6,29894.4,10411.2
Middle East and North Africa,Libya,Fruits,Online,M,923571956,4320,9.33,6.92,40305.6,29894.4,10411.2
Central America and the Caribbean,Haiti,Fruits,Online,L,678845489,4320,9.33,6.92,40305.6,29894.4,10411.2
Asia,Bangladesh,Fruits,Online,L,145935189,4320,9.33,6.92,40305.6,29894.4,10411.2
Europe,Moldova ,Fruits,Offline,H,189392554,4320,9.33,6.92,40305.6,29894.4,10411.2
Sub-Saharan Africa,Kenya,Fruits,Offline,C,880114591,4320,9.33,6.92,40305.6,29894.4,10411.2
Central America and the Caribbean,El Salvador,Fruits,Online,M,390661656,4320,9.33,6.92,40305.6,29894.4,10411.2
Middle East and North Africa,Qatar,Fruits,Online,M,881297338,4321,9.33,6.92,40314.93,29901.32,10413.61
Asia,China,Fruits,Offline,L,103660571,4321,9.33,6.92,40314.93,29901.32,10413.61
Sub-Saharan Africa,Malawi,Fruits,Offline,C,837839972,4321,9.33,6.92,40314.93,29901.32,10413.61
Central America and the Caribbean,Trinidad and Tobago,Fruits,Offline,L,924754703,4321,9.33,6.92,40314.93,29901.32,10413.61
Middle East and North Africa,Syria,Fruits,Online,M,269481170,4321,9.33,6.92,40314.93,29901.32,10413.61
Sub-Saharan Africa,Nigeria,Fruits,Online,H,514207637,4321,9.33,6.92,40314.93,29901.32,10413.61
Asia,India,Fruits,Offline,M,673202121,4322,9.33,6.92,40324.26,29908.24,10416.02
Europe,Monaco,Fruits,Offline,L,428475654,4322,9.33,6.92,40324.26,29908.24,10416.02
Sub-Saharan Africa,Seychelles ,Fruits,Online,H,471933019,4322,9.33,6.92,40324.26,29908.24,10416.02
Europe,Poland,Fruits,Online,L,386201035,4323,9.33,6.92,40333.59,29915.16,10418.43
Central America and the Caribbean,Jamaica,Fruits,Online,H,587470138,4323,9.33,6.92,40333.59,29915.16,10418.43
Sub-Saharan Africa,Namibia,Fruits,Online,M,134648454,4324,9.33,6.92,40342.92,29922.08,10420.84
Asia,Laos,Fruits,Online,L,919111335,4324,9.33,6.92,40342.92,29922.08,10420.84
Sub-Saharan Africa,Sudan,Fruits,Offline,H,429658401,4324,9.33,6.92,40342.92,29922.08,10420.84
Sub-Saharan Africa,Burkina Faso,Fruits,Online,M,552021634,4324,9.33,6.92,40342.92,29922.08,10420.84
Europe,San Marino,Fruits,Online,L,343926417,4325,9.33,6.92,40352.25,29929,10423.25
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,L,422832286,4325,9.33,6.92,40352.25,29929,10423.25
Sub-Saharan Africa,Sierra Leone,Fruits,Offline,L,711016118,4325,9.33,6.92,40352.25,29929,10423.25
Europe,Portugal,Fruits,Online,M,955742585,4325,9.33,6.92,40352.25,29929,10423.25
Sub-Saharan Africa,Chad,Fruits,Online,H,179288566,4326,9.33,6.92,40361.58,29935.92,10425.66
Europe,Spain,Fruits,Offline,L,301651799,4326,9.33,6.92,40361.58,29935.92,10425.66
Europe,Andorra,Fruits,Offline,C,135831201,4326,9.33,6.92,40361.58,29935.92,10425.66
Sub-Saharan Africa,Benin,Fruits,Offline,C,502920901,4326,9.33,6.92,40361.58,29935.92,10425.66
Sub-Saharan Africa,Tanzania,Fruits,Offline,M,338283050,4327,9.33,6.92,40370.91,29942.84,10428.07
Europe,Slovakia,Fruits,Offline,H,583009517,4327,9.33,6.92,40370.91,29942.84,10428.07
Europe,Cyprus,Fruits,Online,L,951281964,4328,9.33,6.92,40380.24,29949.76,10430.48
Sub-Saharan Africa,Comoros,Fruits,Online,L,418371665,4328,9.33,6.92,40380.24,29949.76,10430.48
Sub-Saharan Africa,Tanzania,Fruits,Offline,H,907824599,4328,9.33,6.92,40380.24,29949.76,10430.48
Asia,Uzbekistan,Fruits,Offline,H,461829030,4328,9.33,6.92,40380.24,29949.76,10430.48
Asia,Philippines,Fruits,Offline,C,785461366,4328,9.33,6.92,40380.24,29949.76,10430.48
Europe,Finland,Fruits,Offline,L,909007346,4329,9.33,6.92,40389.57,29956.68,10432.89
Sub-Saharan Africa,Gabon,Fruits,Offline,C,664280879,4329,9.33,6.92,40389.57,29956.68,10432.89
Europe,Czech Republic,Fruits,Online,M,620823514,4329,9.33,6.92,40389.57,29956.68,10432.89
Sub-Saharan Africa,Djibouti,Fruits,Offline,L,376097047,4329,9.33,6.92,40389.57,29956.68,10432.89
North America,United States of America,Fruits,Online,H,786644113,4329,9.33,6.92,40389.57,29956.68,10432.89
Europe,Austria,Fruits,Online,H,944455850,4329,9.33,6.92,40389.57,29956.68,10432.89
North America,Canada,Fruits,Online,H,498460280,4329,9.33,6.92,40389.57,29956.68,10432.89
Sub-Saharan Africa,Uganda,Fruits,Offline,C,246907699,4330,9.33,6.92,40398.9,29963.6,10435.3
Middle East and North Africa,Bahrain,Fruits,Online,C,989095962,4330,9.33,6.92,40398.9,29963.6,10435.3
Central America and the Caribbean,Belize,Fruits,Online,H,744369494,4330,9.33,6.92,40398.9,29963.6,10435.3
Sub-Saharan Africa,Gabon,Fruits,Offline,L,333822429,4330,9.33,6.92,40398.9,29963.6,10435.3
Europe,France,Fruits,Offline,M,578548896,4330,9.33,6.92,40398.9,29963.6,10435.3
Sub-Saharan Africa,Equatorial Guinea,Fruits,Offline,M,615180146,4331,9.33,6.92,40408.23,29970.52,10437.71
North America,Greenland,Fruits,Online,L,737543380,4331,9.33,6.92,40408.23,29970.52,10437.71
Sub-Saharan Africa,Guinea-Bissau,Fruits,Online,L,291547811,4331,9.33,6.92,40408.23,29970.52,10437.71
Central America and the Caribbean,Costa Rica,Fruits,Offline,L,983452594,4332,9.33,6.92,40417.56,29977.44,10440.12
Middle East and North Africa,Afghanistan,Fruits,Online,M,939995229,4332,9.33,6.92,40417.56,29977.44,10440.12
Middle East and North Africa,Israel,Fruits,Offline,L,616362893,4332,9.33,6.92,40417.56,29977.44,10440.12
Middle East and North Africa,Egypt,Fruits,Online,M,328179061,4332,9.33,6.92,40417.56,29977.44,10440.12
Australia and Oceania,Federated States of Micronesia,Fruits,Offline,L,731900012,4333,9.33,6.92,40426.89,29984.36,10442.53
Australia and Oceania,Papua New Guinea,Fruits,Offline,L,120083844,4333,9.33,6.92,40426.89,29984.36,10442.53
Sub-Saharan Africa,Ghana,Fruits,Online,H,242447078,4333,9.33,6.92,40426.89,29984.36,10442.53
Europe,Latvia,Fruits,Online,H,163541209,4333,9.33,6.92,40426.89,29984.36,10442.53
Europe,Luxembourg,Fruits,Online,H,451725041,4333,9.33,6.92,40426.89,29984.36,10442.53
